class,subtype,color,view,position,image_filename,full_prompt,negative_prompt,generated?
damage,burn mark,grey,front,right sleeve forearm,damage_burn_mark_grey_right_sleeve_forearm.png,"A single complete grey cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side facing upward, collar centered at the top. Professional e-commerce garment photography, soft even studio lighting, realistic cotton texture. The ONLY defect is a clearly visible dark brown scorched BURN MARK on the right sleeve forearm. A single localized scorch mark with a dark charred center surrounded by a brown heat-discoloration ring that gradually fades into the surrounding fabric. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly. No flames.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,tear,black,front,lower left front panel,damage_tear_black_lower_left_front_panel.png,"A single complete black cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side upward. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible TEAR on the lower left front panel. A single irregular jagged tear in the fabric with ragged pointed edges, unevenly stretched fibers and a few loose threads along the rip. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,tear,white,front,center chest area,damage_tear_white_center_chest_area.png,"A single complete white cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended outward, front facing upward, collar centered, fully buttoned. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible TEAR on the center chest area. A single irregular jagged tear in the fabric with ragged pointed edges, unevenly stretched fibers and a few loose threads along the rip. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,tear,navy,back,upper right back panel,damage_tear_navy_upper_right_back_panel.png,"A single complete navy blue cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle, BACK SIDE facing upward. Entire garment visible from collar to bottom hem and cuff to cuff, centered, sleeves extended naturally outward. Professional e-commerce garment product photography, soft even studio lighting, realistic cotton fabric texture, sharp focus. The ONLY defect is a clearly visible TEAR on the upper right back panel. A single irregular jagged tear in the fabric with ragged pointed edges, unevenly stretched fibers and a few loose threads along the rip. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,tear,grey,front,right sleeve forearm,damage_tear_grey_right_sleeve_forearm.png,"A single complete grey cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side facing upward, collar centered at the top. Professional e-commerce garment photography, soft even studio lighting, realistic cotton texture. The ONLY defect is a clearly visible TEAR on the right sleeve forearm. A single irregular jagged tear in the fabric with ragged pointed edges, unevenly stretched fibers and a few loose threads along the rip. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,hole,black,front,lower left front panel,damage_hole_black_lower_left_front_panel.png,"A single complete black cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side upward. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible HOLE on the lower left front panel. A single distinct circular hole in the fabric with slightly frayed, worn edges revealing the background beneath. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,hole,white,front,center chest area,damage_hole_white_center_chest_area.png,"A single complete white cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended outward, front facing upward, collar centered, fully buttoned. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible HOLE on the center chest area. A single distinct circular hole in the fabric with slightly frayed, worn edges revealing the background beneath. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,hole,navy,back,upper right back panel,damage_hole_navy_upper_right_back_panel.png,"A single complete navy blue cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle, BACK SIDE facing upward. Entire garment visible from collar to bottom hem and cuff to cuff, centered, sleeves extended naturally outward. Professional e-commerce garment product photography, soft even studio lighting, realistic cotton fabric texture, sharp focus. The ONLY defect is a clearly visible HOLE on the upper right back panel. A single distinct circular hole in the fabric with slightly frayed, worn edges revealing the background beneath. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,hole,grey,front,right sleeve forearm,damage_hole_grey_right_sleeve_forearm.png,"A single complete grey cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side facing upward, collar centered at the top. Professional e-commerce garment photography, soft even studio lighting, realistic cotton texture. The ONLY defect is a clearly visible HOLE on the right sleeve forearm. A single distinct circular hole in the fabric with slightly frayed, worn edges revealing the background beneath. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,cut,black,front,lower left front panel,damage_cut_black_lower_left_front_panel.png,"A single complete black cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side upward. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible CUT on the lower left front panel. A single clean, straight, razor-like slit through the fabric with sharp, unfrayed edges. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,cut,white,front,center chest area,damage_cut_white_center_chest_area.png,"A single complete white cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended outward, front facing upward, collar centered, fully buttoned. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible CUT on the center chest area. A single clean, straight, razor-like slit through the fabric with sharp, unfrayed edges. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,cut,navy,back,upper right back panel,damage_cut_navy_upper_right_back_panel.png,"A single complete navy blue cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle, BACK SIDE facing upward. Entire garment visible from collar to bottom hem and cuff to cuff, centered, sleeves extended naturally outward. Professional e-commerce garment product photography, soft even studio lighting, realistic cotton fabric texture, sharp focus. The ONLY defect is a clearly visible CUT on the upper right back panel. A single clean, straight, razor-like slit through the fabric with sharp, unfrayed edges. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,cut,grey,front,right sleeve forearm,damage_cut_grey_right_sleeve_forearm.png,"A single complete grey cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side facing upward, collar centered at the top. Professional e-commerce garment photography, soft even studio lighting, realistic cotton texture. The ONLY defect is a clearly visible CUT on the right sleeve forearm. A single clean, straight, razor-like slit through the fabric with sharp, unfrayed edges. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,frayed edge,black,front,lower left front panel,damage_frayed_edge_black_lower_left_front_panel.png,"A single complete black cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side upward. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible FRAYED EDGE anomaly on the lower left front panel. A localized area of heavily frayed fabric with a dense cluster of broken, fuzzy, and unraveled threads hanging loosely. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,frayed edge,white,front,center chest area,damage_frayed_edge_white_center_chest_area.png,"A single complete white cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended outward, front facing upward, collar centered, fully buttoned. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible FRAYED EDGE anomaly on the center chest area. A localized area of heavily frayed fabric with a dense cluster of broken, fuzzy, and unraveled threads hanging loosely. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,frayed edge,navy,back,upper right back panel,damage_frayed_edge_navy_upper_right_back_panel.png,"A single complete navy blue cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle, BACK SIDE facing upward. Entire garment visible from collar to bottom hem and cuff to cuff, centered, sleeves extended naturally outward. Professional e-commerce garment product photography, soft even studio lighting, realistic cotton fabric texture, sharp focus. The ONLY defect is a clearly visible FRAYED EDGE anomaly on the upper right back panel. A localized area of heavily frayed fabric with a dense cluster of broken, fuzzy, and unraveled threads hanging loosely. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,frayed edge,grey,front,right sleeve forearm,damage_frayed_edge_grey_right_sleeve_forearm.png,"A single complete grey cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side facing upward, collar centered at the top. Professional e-commerce garment photography, soft even studio lighting, realistic cotton texture. The ONLY defect is a clearly visible FRAYED EDGE anomaly on the right sleeve forearm. A localized area of heavily frayed fabric with a dense cluster of broken, fuzzy, and unraveled threads hanging loosely. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,scratch,black,front,lower left front panel,damage_scratch_black_lower_left_front_panel.png,"A single complete black cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side upward. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible SCRATCH anomaly on the lower left front panel. A localized cluster of light surface scratches on the fabric, appearing as thin, rough, abraded lines where the top layer of threads is roughened but not completely broken. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,scratch,white,front,center chest area,damage_scratch_white_center_chest_area.png,"A single complete white cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended outward, front facing upward, collar centered, fully buttoned. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible SCRATCH anomaly on the center chest area. A localized cluster of light surface scratches on the fabric, appearing as thin, rough, abraded lines where the top layer of threads is roughened but not completely broken. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,scratch,navy,back,upper right back panel,damage_scratch_navy_upper_right_back_panel.png,"A single complete navy blue cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle, BACK SIDE facing upward. Entire garment visible from collar to bottom hem and cuff to cuff, centered, sleeves extended naturally outward. Professional e-commerce garment product photography, soft even studio lighting, realistic cotton fabric texture, sharp focus. The ONLY defect is a clearly visible SCRATCH anomaly on the upper right back panel. A localized cluster of light surface scratches on the fabric, appearing as thin, rough, abraded lines where the top layer of threads is roughened but not completely broken. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,scratch,grey,front,right sleeve forearm,damage_scratch_grey_right_sleeve_forearm.png,"A single complete grey cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side facing upward, collar centered at the top. Professional e-commerce garment photography, soft even studio lighting, realistic cotton texture. The ONLY defect is a clearly visible SCRATCH anomaly on the right sleeve forearm. A localized cluster of light surface scratches on the fabric, appearing as thin, rough, abraded lines where the top layer of threads is roughened but not completely broken. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,rip,black,front,lower left front panel,damage_rip_black_lower_left_front_panel.png,"A single complete black cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side upward. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible RIP on the lower left front panel. A severe, elongated rip in the fabric where tension has forcibly separated the weave, leaving long distorted threads spanning the gap. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,rip,white,front,center chest area,damage_rip_white_center_chest_area.png,"A single complete white cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended outward, front facing upward, collar centered, fully buttoned. Professional e-commerce product photography, soft even lighting, realistic cotton texture. The ONLY defect is a clearly visible RIP on the center chest area. A severe, elongated rip in the fabric where tension has forcibly separated the weave, leaving long distorted threads spanning the gap. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,rip,navy,back,upper right back panel,damage_rip_navy_upper_right_back_panel.png,"A single complete navy blue cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle, BACK SIDE facing upward. Entire garment visible from collar to bottom hem and cuff to cuff, centered, sleeves extended naturally outward. Professional e-commerce garment product photography, soft even studio lighting, realistic cotton fabric texture, sharp focus. The ONLY defect is a clearly visible RIP on the upper right back panel. A severe, elongated rip in the fabric where tension has forcibly separated the weave, leaving long distorted threads spanning the gap. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
damage,rip,grey,front,right sleeve forearm,damage_rip_grey_right_sleeve_forearm.png,"A single complete grey cotton button-up dress shirt laid completely flat on a plain light grey studio background, photographed directly from above at a perfect 90-degree top-down angle. Entire garment visible, centered, sleeves extended, fully buttoned, front side facing upward, collar centered at the top. Professional e-commerce garment photography, soft even studio lighting, realistic cotton texture. The ONLY defect is a clearly visible RIP on the right sleeve forearm. A severe, elongated rip in the fabric where tension has forcibly separated the weave, leaving long distorted threads spanning the gap. Preserve the original garment, fabric color, lighting, texture and surrounding area exactly.","folded shirt, hanging shirt, hanger, mannequin, person, human model, worn shirt, cropped garment, partial shirt, close-up, macro, perspective view, angled camera, three-quarter view, side view, rotated shirt, twisted sleeves, overlapping sleeves, excessive wrinkles, large unrealistic defect, multiple defects, damaged button, open seam, zigzag stitching, dark background, textured background, harsh shadows, dramatic lighting, text, watermark, logo, brand name, label, low quality, blurry, distorted garment, deformed collar, malformed buttons, unrealistic fabric",False
